TIN        1077 1066401530     960908        11.0.0.8       11.0.0.39          0
TIN        1077 1066401532     971174        11.0.0.8       11.0.0.39          0
TIN        1077 1066401534     976457        11.0.0.8       11.0.0.39          0
TIN        1077 1066401536     986317        11.0.0.8       11.0.0.39          0
TIN        1077 1066401538     996301        11.0.0.8       11.0.0.39          0
TIN        1077 1066401541       6327        11.0.0.8       11.0.0.39          0
TIN        1246 1066401549     970401        11.0.0.8       11.0.0.32          0
TIN        1246 1066401549     980305        11.0.0.8       11.0.0.32          1
TIN        1246 1066401549     990278        11.0.0.8       11.0.0.32          2
TIN        1246 1066401550        290        11.0.0.8       11.0.0.32          3
TIN        1246 1066401550      10271        11.0.0.8       11.0.0.32          4
TIN        1246 1066401554     980415        11.0.0.8        11.0.0.7          5
TIN        1220 1066401559        764        11.0.0.8       11.0.0.21          6
TIN        1246 1066401560     980687        11.0.0.8        11.0.0.7          7
TIN        1220 1066401561      10643        11.0.0.8       11.0.0.21          8
TIN        1246 1066401562      10750        11.0.0.8       11.0.0.36          9
TIN        1246 1066401562      21091        11.0.0.8       11.0.0.36         10
TIN        1246 1066401562      30586        11.0.0.8       11.0.0.36         11
TIN        1246 1066401562      40614        11.0.0.8       11.0.0.36         12
TIN        1246 1066401562      50659        11.0.0.8       11.0.0.36         13
TIN        1246 1066401562      60576        11.0.0.8       11.0.0.36         14
TIN        1220 1066401563      20644        11.0.0.8       11.0.0.21         15
TIN        1220 1066401565      30722        11.0.0.8       11.0.0.21         16
TIN        1246 1066401566     990715        11.0.0.8        11.0.0.7         17
TIN        1220 1066401567      40611        11.0.0.8       11.0.0.21         18
TIN        1031 1066401569      20660        11.0.0.8       11.0.0.49         19
TIN        1220 1066401569      50567        11.0.0.8       11.0.0.21         19
TIN        1031 1066401571      36254        11.0.0.8       11.0.0.49         20
TIN        1246 1066401572     996283        11.0.0.8        11.0.0.7         20
TIN        1246 1066401573      26229        11.0.0.8       11.0.0.11         21
TIN        1031 1066401573      46198        11.0.0.8       11.0.0.49         22
TIN        1031 1066401575      56222        11.0.0.8       11.0.0.49         22
TIN        1246 1066401576      36375        11.0.0.8        11.0.0.7         22
TIN        1246 1066401576      46170        11.0.0.8        11.0.0.7         23
TIN        1246 1066401576      56178        11.0.0.8        11.0.0.7         24
TIN        1246 1066401576      66185        11.0.0.8        11.0.0.7         25
TIN        1246 1066401576      76174        11.0.0.8        11.0.0.7         26
TIN        1246 1066401576      86170        11.0.0.8        11.0.0.7         27
TIN        1246 1066401576      96185        11.0.0.8        11.0.0.7         28
TIN        1031 1066401577      66267        11.0.0.8       11.0.0.49         29
TIN        1246 1066401579       6298        11.0.0.8        11.0.0.7         29
TIN        1246 1066401579      36206        11.0.0.8       11.0.0.11         29
TIN        1246 1066401579      46207        11.0.0.8       11.0.0.26         29
TIN        1031 1066401579      76149        11.0.0.8       11.0.0.49         29
TIN        1246 1066401581      55060        11.0.0.8       11.0.0.26         29
TIN        1246 1066401583      65043        11.0.0.8       11.0.0.26         29
TIN        1246 1066401585      15098        11.0.0.8        11.0.0.7         29
TIN        1246 1066401585      44934        11.0.0.8       11.0.0.11         29
TIN        1246 1066401585      74948        11.0.0.8       11.0.0.26         29
TIN        1246 1066401587      85075        11.0.0.8       11.0.0.26         29
TIN        1246 1066401589      95069        11.0.0.8       11.0.0.26         29
TIN        1246 1066401590      55139        11.0.0.8       11.0.0.45         29
TIN        1246 1066401591      48618        11.0.0.8        11.0.0.7         30
TIN        1246 1066401591      98484        11.0.0.8       11.0.0.26         30
TIN        1246 1066401593     108618        11.0.0.8       11.0.0.26         30
TIN        1246 1066401594      58571        11.0.0.8       11.0.0.45         30
TIN        1246 1066401595     118599        11.0.0.8       11.0.0.26         31
TIN        1246 1066401598      68615        11.0.0.8       11.0.0.45         31
TIN        1246 1066401602      76153        11.0.0.8       11.0.0.45         32
TIN        1246 1066401606      86140        11.0.0.8       11.0.0.45         33
TIN        1246 1066401610      96303        11.0.0.8       11.0.0.45         34
TIN        1004 1066401620      63682        11.0.0.8       11.0.0.18         35
TIN        1246 1066401620      73653        11.0.0.8       11.0.0.34         36
TIN        1004 1066401621      95050        11.0.0.8       11.0.0.18         36
TIN        1246 1066401621      95985        11.0.0.8       11.0.0.34         37
TIN        1004 1066401622     105089        11.0.0.8       11.0.0.18         37
TIN        1246 1066401622     106027        11.0.0.8       11.0.0.34         38
TIN        1004 1066401623     115138        11.0.0.8       11.0.0.18         38
TIN        1246 1066401623     115934        11.0.0.8       11.0.0.34         39
TIN        1004 1066401624     125625        11.0.0.8       11.0.0.18         39
TIN        1246 1066401624     126560        11.0.0.8       11.0.0.34         40
TIN        1004 1066401625     134963        11.0.0.8       11.0.0.18         40
TIN        1158 1066401644      74881        11.0.0.8       11.0.0.25         41
TIN        1158 1066401644      84802        11.0.0.8       11.0.0.25         42
TIN        1158 1066401644      95182        11.0.0.8       11.0.0.25         43
TIN        1246 1066401656      80744        11.0.0.8       11.0.0.47         44
TIN        1246 1066401658      90789        11.0.0.8       11.0.0.47         45
TIN        1246 1066401660     100697        11.0.0.8       11.0.0.47         46
TIN        1246 1066401662     110696        11.0.0.8       11.0.0.47         47
TIN        1246 1066401678      98211        11.0.0.8       11.0.0.17         48
TIN        1246 1066401679     108083        11.0.0.8       11.0.0.17         48
TIN        1246 1066401680     118021        11.0.0.8       11.0.0.17         48
TIN        1246 1066401681     128090        11.0.0.8       11.0.0.17         48
TIN        1246 1066401682     138063        11.0.0.8       11.0.0.17         48
TIN        1246 1066401683     148105        11.0.0.8       11.0.0.17         48
TIN        1246 1066401684     158305        11.0.0.8       11.0.0.17         48
TIN        1246 1066401685     168284        11.0.0.8       11.0.0.17         48
TIN        1246 1066401686     178291        11.0.0.8       11.0.0.17         48
TIN        1246 1066401722     103280        11.0.0.8       11.0.0.26         48
TIN        1246 1066401724     113281        11.0.0.8       11.0.0.26         48
TIN        1246 1066401726     131036        11.0.0.8       11.0.0.26         48
TIN        1246 1066401728     141038        11.0.0.8       11.0.0.26         48
TIN        1246 1066401750     111571        11.0.0.8       11.0.0.23         48
TIN         936 1066401750     121458        11.0.0.8       11.0.0.26         48
TIN         936 1066401750     131571        11.0.0.8       11.0.0.26         49
TIN        1246 1066401750     132343        11.0.0.8       11.0.0.31         50
TIN         936 1066401750     141437        11.0.0.8       11.0.0.26         50
TIN         936 1066401750     151433        11.0.0.8       11.0.0.26         51
TIN         936 1066401750     161425        11.0.0.8       11.0.0.26         52
TIN         936 1066401750     171447        11.0.0.8       11.0.0.26         53
TIN         936 1066401750     181491        11.0.0.8       11.0.0.26         54
TIN        1246 1066401751     141562        11.0.0.8       11.0.0.31         55
TIN        1246 1066401752     151556        11.0.0.8       11.0.0.31         55
TIN        1246 1066401753     121539        11.0.0.8       11.0.0.23         55
TIN        1246 1066401753     161433        11.0.0.8       11.0.0.31         55
TIN        1246 1066401754     171578        11.0.0.8       11.0.0.31         55
TIN        1246 1066401755     181512        11.0.0.8       11.0.0.31         55
TIN        1246 1066401756     131579        11.0.0.8       11.0.0.23         55
TIN        1246 1066401759     133280        11.0.0.8       11.0.0.23         55
TIN        1246 1066401762     143323        11.0.0.8       11.0.0.23         55
TIN        1246 1066401774     141281        11.0.0.8       11.0.0.14         55
TIN        1246 1066401778     197482        11.0.0.8       11.0.0.20         55
TIN        1246 1066401778     207324        11.0.0.8       11.0.0.20         55
TIN        1246 1066401778     217358        11.0.0.8       11.0.0.20         55
TIN        1246 1066401778     227317        11.0.0.8       11.0.0.20         55
TIN        1246 1066401784     147490        11.0.0.8       11.0.0.14         55
TIN        1246 1066401794     164560        11.0.0.8       11.0.0.14         55
TIN        1246 1066401795     204597        11.0.0.8       11.0.0.14         55
TIN        1246 1066401795     214599        11.0.0.8       11.0.0.14         55
TIN        1246 1066401795     224443        11.0.0.8       11.0.0.14         55
TIN        1246 1066401795     234427        11.0.0.8       11.0.0.14         55
TIN        1246 1066401804     171994        11.0.0.8       11.0.0.14         55
TIN        1246 1066401809     211993        11.0.0.8       11.0.0.41         55
TIN        1246 1066401811     221969        11.0.0.8       11.0.0.41         55
TIN        1246 1066401813     231976        11.0.0.8       11.0.0.41         55
TIN        1246 1066401814     197755        11.0.0.8       11.0.0.14         55
TIN        1246 1066401815     237768        11.0.0.8       11.0.0.41         55
TIN        1246 1066401817     247751        11.0.0.8       11.0.0.41         55
TIN        1027 1066401841     219252        11.0.0.8       11.0.0.15         55
TIN        1027 1066401842     229252        11.0.0.8       11.0.0.15         55
TIN        1027 1066401843     239215        11.0.0.8       11.0.0.15         55
TIN        1027 1066401844     256897        11.0.0.8       11.0.0.15         55
