38.0,43.716894,-72.271778,123.2
39.0,43.716885,-72.27179,123.3
40.0,43.716877,-72.271802,123.3
41.0,43.716867,-72.271814,123.3
42.0,43.716859,-72.271827,123.3
43.0,43.716851,-72.271839,123.3
44.0,43.716842,-72.27185,123.3
45.0,43.716833,-72.271863,123.3
46.0,43.716823,-72.271876,123.1
47.0,43.716813,-72.271889,123.0
48.0,43.716804,-72.271903,123.0
49.0,43.716795,-72.271913,122.9
50.0,43.716786,-72.271924,122.9
51.0,43.716777,-72.271937,122.9
52.0,43.716767,-72.271951,122.9
53.0,43.716758,-72.271963,122.9
54.0,43.716748,-72.271975,122.9
55.0,43.716739,-72.271987,122.9
56.0,43.716729,-72.272,122.9
57.0,43.716721,-72.272012,122.9
58.0,43.716712,-72.272023,122.9
59.0,43.716704,-72.272033,123.1
60.0,43.716696,-72.272043,123.3
61.0,43.716687,-72.272052,123.4
62.0,43.716679,-72.272064,123.5
63.0,43.716671,-72.272076,123.6
64.0,43.716663,-72.27209,123.7
66.0,43.716649,-72.272117,123.6
67.0,43.716643,-72.272131,123.6
68.0,43.716641,-72.272143,123.7
69.0,43.716647,-72.272154,123.7
70.0,43.716659,-72.27216,124.0
71.0,43.71667,-72.272167,124.3
72.0,43.716682,-72.272173,124.7
73.0,43.716693,-72.272178,124.8
74.0,43.716704,-72.272183,124.6
75.0,43.716714,-72.27219,124.5
76.0,43.716723,-72.272194,124.1
77.0,43.716734,-72.272199,124.2
78.0,43.716745,-72.272204,124.2
79.0,43.716755,-72.272211,124.3
80.0,43.716766,-72.272219,124.3
81.0,43.716774,-72.272228,124.2
82.0,43.716782,-72.272238,124.2
83.0,43.716792,-72.272248,124.2
84.0,43.716801,-72.272258,124.2
85.0,43.716809,-72.272268,124.0
86.0,43.716819,-72.272276,124.0
87.0,43.716829,-72.272284,124.1
88.0,43.71684,-72.272292,124.3
89.0,43.716849,-72.272302,124.4
91.0,43.716866,-72.27232,124.2
92.0,43.716874,-72.272329,124.1
93.0,43.716884,-72.272338,124.2
94.0,43.716893,-72.272346,124.1
96.0,43.716911,-72.272361,123.9
97.0,43.716921,-72.272369,124.1
98.0,43.716929,-72.272379,123.9
99.0,43.716931,-72.272387,122.9
100.0,43.716938,-72.272396,122.7
101.0,43.716941,-72.272407,122.3
102.0,43.716946,-72.272418,122.1
103.0,43.716954,-72.272427,122.0
104.0,43.716963,-72.272436,122.0
105.0,43.716973,-72.272445,122.0
106.0,43.716983,-72.272453,122.0
108.0,43.717,-72.272471,122.2
109.0,43.717011,-72.27248,122.4
110.0,43.717021,-72.27249,122.6
111.0,43.71703,-72.272502,122.8
112.0,43.717039,-72.272513,122.9
113.0,43.717048,-72.272524,123.0
115.0,43.717064,-72.272543,122.8
116.0,43.717072,-72.272552,122.7
117.0,43.71708,-72.272564,122.6
118.0,43.717088,-72.272575,122.5
119.0,43.717095,-72.272587,122.4
120.0,43.717101,-72.272597,122.2
121.0,43.717109,-72.272607,122.1
122.0,43.717118,-72.272616,122.0
123.0,43.717125,-72.272627,122.0
124.0,43.717133,-72.272636,121.9
126.0,43.717151,-72.272656,121.9
127.0,43.717162,-72.272665,122.0
128.0,43.717176,-72.272676,122.4
129.0,43.717189,-72.272687,122.8
130.0,43.717201,-72.272695,123.0
131.0,43.717209,-72.272705,123.1
132.0,43.717217,-72.272714,123.1
133.0,43.717225,-72.272724,123.1
134.0,43.717235,-72.272734,123.2
135.0,43.717242,-72.272744,123.0
136.0,43.717248,-72.272754,122.9
137.0,43.717256,-72.272765,122.8
138.0,43.717262,-72.272774,122.7
139.0,43.717269,-72.272784,122.6
140.0,43.717275,-72.272794,122.4
141.0,43.717284,-72.272806,122.8
142.0,43.717292,-72.272818,123.0
143.0,43.717299,-72.272829,122.9
144.0,43.717305,-72.272841,122.9
145.0,43.717315,-72.272854,123.6
146.0,43.717321,-72.272865,123.5
148.0,43.717334,-72.272889,123.5
149.0,43.717342,-72.2729,123.5
150.0,43.717349,-72.272911,123.5
151.0,43.717358,-72.272921,123.5
152.0,43.717366,-72.272929,123.5
154.0,43.717382,-72.272952,123.4
155.0,43.717388,-72.272963,123.4
156.0,43.717395,-72.272974,123.3
157.0,43.717402,-72.272986,123.3
158.0,43.717409,-72.272996,123.3
159.0,43.717415,-72.273005,123.2
160.0,43.717422,-72.273015,123.2
161.0,43.717429,-72.273024,123.2
162.0,43.717436,-72.273033,123.2
163.0,43.717444,-72.27304,123.2
166.0,43.717465,-72.273064,123.5
167.0,43.717474,-72.27307,123.6
168.0,43.717479,-72.273081,123.8
169.0,43.717485,-72.273092,123.8
170.0,43.717492,-72.273101,123.9
171.0,43.717501,-72.273107,124.0
172.0,43.717509,-72.273111,124.0
