    -14401.000   43.717298  -72.272046   126.0
    -14401.000   43.717301  -72.272047   126.7
    -14401.000   43.717304  -72.272048   127.5
    -14401.000   43.717303  -72.272048   127.5
    -14401.000   43.717302  -72.272048   127.3
    -14401.000   43.717304  -72.272049   127.6
    -14401.000   43.717306  -72.272050   127.8
    -14401.000   43.717308  -72.272052   127.9
    -14401.000   43.717311  -72.272054   128.1
    -14401.000   43.717311  -72.272054   128.2
    -14401.000   43.717311  -72.272053   128.2
    -14401.000   43.717313  -72.272055   128.4
    -14401.000   43.717312  -72.272054   128.3
    -14401.000   43.717309  -72.272053   128.2
    -14401.000   43.717308  -72.272053   128.2
    -14401.000   43.717307  -72.272053   128.1
    -14401.000   43.717307  -72.272054   128.0
    -14401.000   43.717308  -72.272055   127.9
    -14401.000   43.717308  -72.272055   128.0
    -14401.000   43.717308  -72.272055   127.9
    -14401.000   43.717309  -72.272056   128.0
    -14401.000   43.717311  -72.272057   128.0
    -14401.000   43.717313  -72.272057   128.1
    -14401.000   43.717314  -72.272058   128.1
    -14401.000   43.717314  -72.272058   128.0
    -14401.000   43.717315  -72.272058   128.0
    -14401.000   43.717316  -72.272058   128.1
    -14401.000   43.717316  -72.272058   128.1
    -14401.000   43.717316  -72.272058   128.1
    -14401.000   43.717317  -72.272058   128.2
    -14401.000   43.717317  -72.272058   128.2
    -14401.000   43.717318  -72.272059   128.3
    -14401.000   43.717319  -72.272059   128.4
    -14401.000   43.717320  -72.272059   128.4
    -14401.000   43.717321  -72.272059   128.4
    -14401.000   43.717321  -72.272060   128.4
    -14401.000   43.717322  -72.272060   128.4
    -14401.000   43.717321  -72.272060   128.4
    -14401.000   43.717322  -72.272059   128.4
    -14401.000   43.717321  -72.272058   128.4
    -14401.000   43.717321  -72.272057   128.4
    -14401.000   43.717323  -72.272057   128.5
    -14401.000   43.717324  -72.272057   128.5
    -14401.000   43.717325  -72.272058   128.5
    -14401.000   43.717327  -72.272058   128.6
    -14401.000   43.717328  -72.272058   128.7
    -14401.000   43.717330  -72.272059   128.7
    -14401.000   43.717332  -72.272059   128.9
    -14401.000   43.717333  -72.272060   128.9
    -14401.000   43.717333  -72.272060   129.0
    -14401.000   43.717334  -72.272060   129.1
    -14401.000   43.717334  -72.272060   129.1
    -14401.000   43.717335  -72.272060   129.3
    -14401.000   43.717336  -72.272061   129.4
    -14401.000   43.717336  -72.272061   129.5
    -14401.000   43.717337  -72.272061   129.6
    -14401.000   43.717337  -72.272060   129.5
    -14401.000   43.717336  -72.272058   129.5
    -14401.000   43.717337  -72.272058   129.5
    -14401.000   43.717339  -72.272059   129.5
    -14401.000   43.717339  -72.272059   129.5
    -14401.000   43.717340  -72.272060   129.5
    -14401.000   43.717340  -72.272060   129.4
    -14401.000   43.717339  -72.272059   129.3
    -14401.000   43.717339  -72.272059   129.3
    -14401.000   43.717338  -72.272058   129.1
    -14401.000   43.717337  -72.272057   129.1
    -14401.000   43.717336  -72.272057   129.0
    -14401.000   43.717336  -72.272057   129.1
    -14401.000   43.717337  -72.272055   129.1
    -14401.000   43.717332  -72.272054   129.1
    -14401.000   43.717334  -72.272056   129.1
    -14401.000   43.717333  -72.272055   129.1
    -14401.000   43.717333  -72.272055   129.1
    -14401.000   43.717333  -72.272054   129.2
    -14401.000   43.717333  -72.272054   129.2
    -14401.000   43.717332  -72.272052   129.2
    -14401.000   43.717332  -72.272051   129.2
    -14401.000   43.717332  -72.272051   129.2
    -14401.000   43.717334  -72.272051   129.2
    -14401.000   43.717334  -72.272051   129.2
    -14401.000   43.717333  -72.272051   129.2
    -14401.000   43.717333  -72.272051   129.2
    -14401.000   43.717333  -72.272052   129.3
    -14401.000   43.717332  -72.272052   129.3
    -14401.000   43.717332  -72.272052   129.3
    -14401.000   43.717332  -72.272052   129.3
    -14401.000   43.717331  -72.272052   129.3
    -14401.000   43.717331  -72.272053   129.3
    -14401.000   43.717331  -72.272053   129.3
    -14401.000   43.717330  -72.272053   129.3
    -14401.000   43.717330  -72.272053   129.3
    -14401.000   43.717328  -72.272052   129.3
    -14401.000   43.717327  -72.272051   129.4
    -14401.000   43.717327  -72.272051   129.4
    -14401.000   43.717327  -72.272051   129.4
    -14401.000   43.717327  -72.272051   129.4
    -14401.000   43.717327  -72.272052   129.4
    -14401.000   43.717328  -72.272053   129.5
    -14401.000   43.717329  -72.272054   129.5
    -14401.000   43.717330  -72.272054   129.5
    -14401.000   43.717331  -72.272054   129.5
    -14401.000   43.717330  -72.272053   129.4
    -14401.000   43.717329  -72.272053   129.2
    -14401.000   43.717328  -72.272052   129.1
    -14401.000   43.717329  -72.272053   129.1
    -14401.000   43.717330  -72.272053   129.1
    -14401.000   43.717331  -72.272053   129.1
    -14401.000   43.717329  -72.272053   129.0
    -14401.000   43.717327  -72.272052   128.9
    -14401.000   43.717325  -72.272052   128.8
    -14401.000   43.717324  -72.272052   128.7
    -14401.000   43.717322  -72.272051   128.5
    -14401.000   43.717322  -72.272051   128.5
    -14401.000   43.717322  -72.272052   128.5
    -14401.000   43.717324  -72.272051   128.5
    -14401.000   43.717324  -72.272051   128.5
    -14401.000   43.717324  -72.272050   128.5
    -14401.000   43.717321  -72.272048   128.5
    -14401.000   43.717320  -72.272047   128.5
    -14401.000   43.717320  -72.272047   128.5
    -14401.000   43.717320  -72.272048   128.5
    -14401.000   43.717323  -72.272049   128.5
    -14401.000   43.717324  -72.272051   128.4
    -14401.000   43.717324  -72.272051   128.4
    -14401.000   43.717325  -72.272053   128.4
