TIN        1077 1066401530     141537       11.0.0.38       11.0.0.39          0
TIN        1077 1066401532     151488       11.0.0.38       11.0.0.39          1
TIN        1077 1066401534     196150       11.0.0.38       11.0.0.39          2
TIN        1077 1066401536     206049       11.0.0.38       11.0.0.39          3
TIN        1077 1066401538     216076       11.0.0.38       11.0.0.39          4
TIN        1077 1066401540     226021       11.0.0.38       11.0.0.39          5
TIN        1246 1066401549     146588       11.0.0.38       11.0.0.32          6
TIN        1246 1066401549     156306       11.0.0.38       11.0.0.32          6
TIN        1246 1066401549     166279       11.0.0.38       11.0.0.32          6
TIN        1246 1066401549     176288       11.0.0.38       11.0.0.32          6
TIN        1246 1066401549     186332       11.0.0.38       11.0.0.32          6
TIN        1246 1066401554     157309       11.0.0.38       11.0.0.19          6
TIN        1220 1066401558     167400       11.0.0.38       11.0.0.21          7
TIN        1246 1066401560     167306       11.0.0.38       11.0.0.19          8
TIN        1220 1066401560     177208       11.0.0.38       11.0.0.21          9
TIN        1246 1066401561     177384       11.0.0.38       11.0.0.36         10
TIN        1246 1066401561     187208       11.0.0.38       11.0.0.36         11
TIN        1246 1066401561     197202       11.0.0.38       11.0.0.36         12
TIN        1246 1066401561     207192       11.0.0.38       11.0.0.36         13
TIN        1246 1066401561     217183       11.0.0.38       11.0.0.36         14
TIN        1246 1066401561     227202       11.0.0.38       11.0.0.36         15
TIN        1220 1066401562     187305       11.0.0.38       11.0.0.21         16
TIN        1220 1066401564     226155       11.0.0.38       11.0.0.21         17
TIN        1246 1066401566     176086       11.0.0.38       11.0.0.19         18
TIN        1220 1066401566     236064       11.0.0.38       11.0.0.21         18
TIN        1031 1066401568     186134       11.0.0.38       11.0.0.49         19
TIN        1220 1066401568     246236       11.0.0.38       11.0.0.21         20
TIN        1031 1066401570     196132       11.0.0.38       11.0.0.49         21
TIN        1246 1066401572     186122       11.0.0.38       11.0.0.19         22
TIN        1246 1066401572     196066       11.0.0.38       11.0.0.11         23
TIN        1031 1066401572     206051       11.0.0.38       11.0.0.49         24
TIN        1031 1066401574     216114       11.0.0.38       11.0.0.49         25
TIN        1246 1066401575     206221       11.0.0.38       11.0.0.19         26
TIN        1246 1066401575     216028       11.0.0.38       11.0.0.19         27
TIN        1246 1066401575     226027       11.0.0.38       11.0.0.19         28
TIN        1246 1066401575     236035       11.0.0.38       11.0.0.19         29
TIN        1246 1066401575     246027       11.0.0.38       11.0.0.19         30
TIN        1246 1066401575     256027       11.0.0.38       11.0.0.19         31
TIN        1246 1066401575     266041       11.0.0.38       11.0.0.19         32
TIN        1031 1066401576     226099       11.0.0.38       11.0.0.49         33
TIN        1246 1066401578     192622       11.0.0.38       11.0.0.19         34
TIN        1246 1066401578     202558       11.0.0.38       11.0.0.11         35
TIN        1246 1066401578     212570       11.0.0.38       11.0.0.26         36
TIN        1031 1066401578     232524       11.0.0.38       11.0.0.49         36
TIN        1246 1066401580     222666       11.0.0.38       11.0.0.26         37
TIN        1246 1066401582     232608       11.0.0.38       11.0.0.26         37
TIN        1246 1066401584     202615       11.0.0.38       11.0.0.19         37
TIN        1246 1066401584     212515       11.0.0.38       11.0.0.11         38
TIN        1246 1066401584     242524       11.0.0.38       11.0.0.26         39
TIN        1246 1066401586     252657       11.0.0.38       11.0.0.26         39
TIN        1246 1066401588     262603       11.0.0.38       11.0.0.26         39
TIN        1246 1066401589     229771       11.0.0.38       11.0.0.45         39
TIN        1246 1066401590     209753       11.0.0.38       11.0.0.19         40
TIN        1246 1066401590     269611       11.0.0.38       11.0.0.26         41
TIN        1246 1066401592     279748       11.0.0.38       11.0.0.26         41
TIN        1246 1066401593     239621       11.0.0.38       11.0.0.45         41
TIN        1246 1066401594     289742       11.0.0.38       11.0.0.26         42
TIN        1246 1066401597     249674       11.0.0.38       11.0.0.45         42
TIN        1246 1066401601     259660       11.0.0.38       11.0.0.45         43
TIN        1246 1066401605     268619       11.0.0.38       11.0.0.45         44
TIN        1246 1066401609     278808       11.0.0.38       11.0.0.45         45
TIN        1004 1066401619     250236       11.0.0.38       11.0.0.18         46
TIN        1246 1066401619     260226       11.0.0.38       11.0.0.34         46
TIN        1004 1066401620     260186       11.0.0.38       11.0.0.18         47
TIN        1246 1066401620     270115       11.0.0.38       11.0.0.34         47
TIN        1004 1066401621     270222       11.0.0.38       11.0.0.18         48
TIN        1246 1066401621     280112       11.0.0.38       11.0.0.34         48
TIN        1004 1066401622     281704       11.0.0.38       11.0.0.18         49
TIN        1246 1066401622     290163       11.0.0.38       11.0.0.34         49
TIN        1004 1066401623     285879       11.0.0.38       11.0.0.18         50
TIN        1246 1066401623     295806       11.0.0.38       11.0.0.34         50
TIN        1004 1066401624     295910       11.0.0.38       11.0.0.18         51
TIN        1158 1066401643     270771       11.0.0.38       11.0.0.25         51
TIN        1158 1066401643     279653       11.0.0.38       11.0.0.25         52
TIN        1158 1066401643     289622       11.0.0.38       11.0.0.25         53
TIN        1246 1066401655     272328       11.0.0.38       11.0.0.47         54
