1066400816.000   43.717351  -72.272073   130.3
1066400817.000   43.717347  -72.272074   130.3
1066400818.000   43.717345  -72.272072   130.3
1066400819.000   43.717345  -72.272073   130.3
1066400820.000   43.717345  -72.272073   130.4
1066400821.000   43.717345  -72.272076   130.4
1066400822.000   43.717347  -72.272078   130.4
1066400823.000   43.717347  -72.272077   130.4
1066400824.000   43.717346  -72.272076   130.4
1066400825.000   43.717346  -72.272078   130.4
1066400827.000   43.717345  -72.272078   130.4
1066400828.000   43.717344  -72.272078   130.4
1066400829.000   43.717344  -72.272078   130.5
1066400831.000   43.717343  -72.272078   130.6
1066400832.000   43.717343  -72.272078   130.7
1066400833.000   43.717343  -72.272078   130.7
1066400834.000   43.717344  -72.272078   130.8
1066400835.000   43.717344  -72.272075   130.9
1066400836.000   43.717345  -72.272075   130.9
1066400837.000   43.717344  -72.272076   130.9
1066400838.000   43.717345  -72.272075   130.9
1066400839.000   43.717344  -72.272074   130.9
1066400840.000   43.717344  -72.272075   130.9
1066400841.000   43.717343  -72.272075   130.9
1066400842.000   43.717342  -72.272075   130.9
1066400843.000   43.717340  -72.272078   130.9
1066400844.000   43.717339  -72.272077   130.9
1066400845.000   43.717339  -72.272077   130.9
1066400846.000   43.717338  -72.272077   130.8
1066400847.000   43.717338  -72.272078   130.8
1066400848.000   43.717341  -72.272078   130.9
1066400849.000   43.717342  -72.272078   130.9
1066400850.000   43.717343  -72.272079   131.0
1066400851.000   43.717342  -72.272079   131.0
1066400852.000   43.717342  -72.272079   131.0
1066400853.000   43.717342  -72.272079   131.0
1066400854.000   43.717341  -72.272078   131.0
1066400855.000   43.717342  -72.272078   131.0
1066400856.000   43.717341  -72.272078   131.0
1066400857.000   43.717341  -72.272077   131.0
1066400858.000   43.717341  -72.272078   131.0
1066400860.000   43.717342  -72.272076   131.1
1066400861.000   43.717341  -72.272076   131.1
1066400862.000   43.717340  -72.272077   131.1
1066400863.000   43.717338  -72.272075   131.2
1066400864.000   43.717339  -72.272076   131.2
1066400865.000   43.717338  -72.272075   131.2
1066400866.000   43.717337  -72.272075   131.2
1066400867.000   43.717336  -72.272075   131.1
1066400868.000   43.717336  -72.272075   131.1
1066400869.000   43.717337  -72.272074   131.1
1066400870.000   43.717339  -72.272073   131.1
1066400871.000   43.717335  -72.272073   131.1
1066400872.000   43.717332  -72.272074   131.1
1066400873.000   43.717333  -72.272074   131.1
1066400874.000   43.717333  -72.272074   131.1
1066400875.000   43.717333  -72.272075   131.1
1066400877.000   43.717333  -72.272077   131.0
1066400878.000   43.717332  -72.272074   131.1
1066400879.000   43.717333  -72.272072   131.2
1066400880.000   43.717329  -72.272072   131.1
1066400881.000   43.717329  -72.272074   131.1
1066400883.000   43.717327  -72.272072   131.1
1066400884.000   43.717328  -72.272070   131.1
1066400885.000   43.717328  -72.272070   131.0
1066400886.000   43.717328  -72.272071   131.2
1066400887.000   43.717329  -72.272070   131.2
1066400888.000   43.717328  -72.272071   131.2
1066400889.000   43.717329  -72.272071   131.2
