TIN        1077 1066401530     674358        11.0.0.1       11.0.0.39          0
TIN        1077 1066401532     684398        11.0.0.1       11.0.0.39          1
TIN        1077 1066401534     694521        11.0.0.1       11.0.0.39          2
TIN        1077 1066401536     704409        11.0.0.1       11.0.0.39          3
TIN        1077 1066401538     714483        11.0.0.1       11.0.0.39          4
TIN        1077 1066401540     724673        11.0.0.1       11.0.0.39          5
TIN        1246 1066401549     679215        11.0.0.1       11.0.0.32          6
TIN        1246 1066401549     689085        11.0.0.1       11.0.0.32          7
TIN        1246 1066401549     699064        11.0.0.1       11.0.0.32          8
TIN        1246 1066401549     709065        11.0.0.1       11.0.0.32          9
TIN        1246 1066401549     719046        11.0.0.1       11.0.0.32         10
TIN        1246 1066401554     685498        11.0.0.1       11.0.0.19         11
TIN        1220 1066401558     695599        11.0.0.1       11.0.0.21         12
TIN        1246 1066401560     695611        11.0.0.1       11.0.0.19         13
TIN        1220 1066401560     705517        11.0.0.1       11.0.0.21         14
TIN        1246 1066401561     696674        11.0.0.1       11.0.0.36         15
TIN        1246 1066401561     707025        11.0.0.1       11.0.0.36         16
TIN        1246 1066401561     716618        11.0.0.1       11.0.0.36         17
TIN        1246 1066401561     726553        11.0.0.1       11.0.0.36         18
TIN        1246 1066401561     736543        11.0.0.1       11.0.0.36         19
TIN        1246 1066401561     746641        11.0.0.1       11.0.0.36         20
TIN        1220 1066401562     706632        11.0.0.1       11.0.0.21         21
TIN        1220 1066401564     716711        11.0.0.1       11.0.0.21         22
TIN        1246 1066401566     696756        11.0.0.1       11.0.0.19         23
TIN        1220 1066401566     726724        11.0.0.1       11.0.0.21         23
TIN        1031 1066401568     706849        11.0.0.1       11.0.0.49         24
TIN        1220 1066401568     736710        11.0.0.1       11.0.0.21         25
TIN        1031 1066401570     716865        11.0.0.1       11.0.0.49         26
TIN        1246 1066401572     696959        11.0.0.1       11.0.0.19         27
TIN        1246 1066401572     716814        11.0.0.1       11.0.0.11         27
TIN        1031 1066401572     726811        11.0.0.1       11.0.0.49         27
TIN        1031 1066401574     752053        11.0.0.1       11.0.0.49         28
TIN        1246 1066401575     722175        11.0.0.1       11.0.0.19         29
TIN        1246 1066401575     732032        11.0.0.1       11.0.0.19         29
TIN        1246 1066401575     742552        11.0.0.1       11.0.0.19         29
TIN        1246 1066401575     751994        11.0.0.1       11.0.0.19         29
TIN        1246 1066401575     762016        11.0.0.1       11.0.0.19         29
TIN        1246 1066401575     771964        11.0.0.1       11.0.0.19         29
TIN        1246 1066401575     781983        11.0.0.1       11.0.0.19         29
TIN        1031 1066401576     762523        11.0.0.1       11.0.0.49         29
TIN        1246 1066401578     702149        11.0.0.1       11.0.0.19         30
TIN        1246 1066401578     722065        11.0.0.1       11.0.0.11         30
TIN        1246 1066401578     732089        11.0.0.1       11.0.0.26         30
TIN        1031 1066401578     772026        11.0.0.1       11.0.0.49         31
TIN        1246 1066401580     742193        11.0.0.1       11.0.0.26         32
TIN        1246 1066401582     752250        11.0.0.1       11.0.0.26         33
TIN        1246 1066401584     711048        11.0.0.1       11.0.0.19         34
TIN        1246 1066401584     731077        11.0.0.1       11.0.0.11         34
TIN        1246 1066401584     760936        11.0.0.1       11.0.0.26         34
TIN        1246 1066401586     771223        11.0.0.1       11.0.0.26         35
TIN        1246 1066401588     781121        11.0.0.1       11.0.0.26         36
TIN        1246 1066401589     741164        11.0.0.1       11.0.0.45         37
TIN        1246 1066401590     721172        11.0.0.1       11.0.0.19         37
TIN        1246 1066401590     791069        11.0.0.1       11.0.0.26         37
TIN        1246 1066401592     801265        11.0.0.1       11.0.0.26         38
TIN        1246 1066401593     751200        11.0.0.1       11.0.0.45         39
TIN        1246 1066401594     808706        11.0.0.1       11.0.0.26         39
TIN        1246 1066401597     758849        11.0.0.1       11.0.0.45         40
TIN        1246 1066401601     768908        11.0.0.1       11.0.0.45         40
TIN        1246 1066401605     779819        11.0.0.1       11.0.0.45         40
TIN        1246 1066401609     789900        11.0.0.1       11.0.0.45         40
TIN        1004 1066401619     912100        11.0.0.1       11.0.0.18         40
TIN        1246 1066401619     921979        11.0.0.1       11.0.0.34         40
TIN        1004 1066401620     922070        11.0.0.1       11.0.0.18         41
TIN        1246 1066401620     931970        11.0.0.1       11.0.0.34         41
TIN        1004 1066401621     932067        11.0.0.1       11.0.0.18         42
TIN        1246 1066401621     942033        11.0.0.1       11.0.0.34         42
TIN        1004 1066401622     942053        11.0.0.1       11.0.0.18         43
TIN        1246 1066401622     952194        11.0.0.1       11.0.0.34         43
TIN        1004 1066401623     952108        11.0.0.1       11.0.0.18         44
TIN        1246 1066401623     962021        11.0.0.1       11.0.0.34         44
TIN        1004 1066401624     962121        11.0.0.1       11.0.0.18         45
TIN        1158 1066401643     994639        11.0.0.1       11.0.0.25         45
TIN        1158 1066401644       4485        11.0.0.1       11.0.0.25         46
TIN        1158 1066401644      14523        11.0.0.1       11.0.0.25         47
TIN        1246 1066401656       5350        11.0.0.1       11.0.0.47         48
TIN        1246 1066401658      15352        11.0.0.1       11.0.0.47         49
TIN        1246 1066401660      25397        11.0.0.1       11.0.0.47         50
TIN        1246 1066401662      35405        11.0.0.1       11.0.0.47         51
TIN        1246 1066401678       9774        11.0.0.1       11.0.0.17         52
TIN        1246 1066401679      19162        11.0.0.1       11.0.0.17         53
TIN        1246 1066401680      29109        11.0.0.1       11.0.0.17         54
TIN        1246 1066401681      39360        11.0.0.1       11.0.0.17         55
TIN        1246 1066401682      49183        11.0.0.1       11.0.0.17         56
TIN        1246 1066401683      59189        11.0.0.1       11.0.0.17         57
TIN        1246 1066401684      69279        11.0.0.1       11.0.0.17         58
TIN        1246 1066401685      79255        11.0.0.1       11.0.0.17         59
TIN        1246 1066401686      89260        11.0.0.1       11.0.0.17         60
TIN        1246 1066401722      86365        11.0.0.1       11.0.0.26         61
TIN        1246 1066401724      96360        11.0.0.1       11.0.0.26         62
TIN        1246 1066401726     106400        11.0.0.1       11.0.0.26         63
TIN        1246 1066401728     116424        11.0.0.1       11.0.0.26         64
TIN        1246 1066401750      90868        11.0.0.1       11.0.0.23         65
