"1066400820.0,43.717382,-72.272052,133.8"
"1066400821.0,43.717382,-72.272054,133.6"
"1066400822.0,43.717381,-72.272055,133.5"
"1066400823.0,43.717379,-72.272057,133.5"
"1066400824.0,43.717377,-72.272058,133.4"
"1066400825.0,43.717376,-72.272059,133.4"
"1066400826.0,43.717375,-72.27206,133.4"
"1066400827.0,43.717373,-72.272061,133.3"
"1066400828.0,43.717376,-72.272063,133.3"
"1066400829.0,43.717373,-72.272065,133.2"
"1066400830.0,43.717372,-72.272066,133.1"
"1066400831.0,43.717371,-72.272066,133.1"
"1066400832.0,43.717373,-72.272063,132.9"
"1066400833.0,43.717374,-72.27206,132.9"
"1066400834.0,43.717375,-72.272058,133.0"
"1066400835.0,43.717379,-72.272055,133.0"
"1066400836.0,43.717382,-72.272053,133.0"
"1066400837.0,43.717384,-72.272051,132.8"
"1066400838.0,43.717388,-72.272048,132.9"
"1066400839.0,43.717391,-72.272045,132.8"
"1066400840.0,43.717396,-72.272043,132.8"
"1066400841.0,43.717397,-72.272042,132.8"
"1066400842.0,43.717393,-72.272044,132.8"
"1066400843.0,43.717389,-72.272048,132.8"
"1066400844.0,43.71739,-72.272049,132.7"
"1066400846.0,43.71739,-72.27205,132.6"
"1066400847.0,43.717387,-72.272053,132.7"
"1066400848.0,43.717386,-72.272053,132.8"
"1066400849.0,43.717386,-72.272053,132.7"
"1066400850.0,43.717386,-72.272053,132.7"
"1066400851.0,43.717387,-72.272053,132.7"
"1066400852.0,43.717387,-72.272053,132.7"
"1066400853.0,43.717387,-72.272053,132.7"
"1066400854.0,43.717387,-72.272053,132.7"
"1066400855.0,43.717385,-72.272053,132.6"
"1066400856.0,43.717385,-72.272053,132.7"
"1066400857.0,43.717385,-72.272053,132.7"
"1066400858.0,43.717385,-72.272053,132.8"
"1066400859.0,43.717386,-72.272053,132.8"
"1066400860.0,43.717386,-72.272053,132.8"
"1066400861.0,43.717386,-72.272053,132.9"
"1066400862.0,43.717386,-72.272053,132.9"
"1066400863.0,43.717385,-72.272052,132.9"
"1066400864.0,43.717384,-72.272052,132.9"
"1066400865.0,43.717384,-72.272051,132.9"
"1066400867.0,43.717384,-72.272054,133.2"
"1066400868.0,43.717386,-72.272055,133.2"
"1066400870.0,43.717389,-72.272055,133.1"
"1066400871.0,43.717389,-72.272056,133.2"
"1066400872.0,43.71739,-72.272056,133.3"
"1066400873.0,43.71739,-72.272057,133.4"
"1066400874.0,43.717391,-72.272058,133.5"
"1066400875.0,43.717391,-72.272059,133.5"
"1066400876.0,43.71739,-72.272062,133.7"
"1066400877.0,43.71739,-72.272065,133.6"
"1066400879.0,43.717389,-72.272067,133.5"
"1066400880.0,43.71739,-72.272068,133.5"
"1066400881.0,43.717391,-72.272068,133.8"
"1066400882.0,43.71739,-72.272068,133.8"
"1066400883.0,43.717391,-72.272065,133.8"
"1066400884.0,43.717389,-72.272065,133.8"
"1066400885.0,43.71739,-72.272067,133.8"
"1066400886.0,43.717387,-72.272069,133.6"
"1066400887.0,43.717386,-72.272071,133.5"
"1066400888.0,43.717386,-72.27207,133.4"
"1066400889.0,43.717387,-72.27207,133.5"
"1066400890.0,43.717388,-72.272069,133.4"
"1066400891.0,43.717386,-72.27207,133.4"
"1066400892.0,43.717387,-72.272069,133.4"
"1066400893.0,43.717388,-72.272071,133.3"
"1066400894.0,43.717389,-72.272071,133.3"
"1066400896.0,43.717387,-72.272071,133.1"
"1066400897.0,43.717387,-72.272071,133.1"
"1066400899.0,43.717386,-72.272072,132.9"
"1066400900.0,43.717386,-72.272073,132.8"
"1066400901.0,43.717385,-72.272074,132.8"
"1066400902.0,43.717384,-72.272075,132.6"
"1066400903.0,43.717383,-72.272075,132.5"
"1066400904.0,43.717383,-72.272075,132.4"
"1066400905.0,43.717383,-72.272075,132.4"
"1066400906.0,43.717382,-72.272076,132.3"
"1066400907.0,43.717382,-72.272078,132.4"
"1066400908.0,43.71738,-72.272079,132.2"
"1066400909.0,43.717379,-72.27208,132.2"
"1066400910.0,43.717378,-72.272081,132.2"
"1066400911.0,43.717377,-72.272084,132.4"
"1066400912.0,43.717376,-72.272086,132.4"
"1066400913.0,43.717375,-72.272087,132.3"
"1066400914.0,43.717375,-72.272088,132.2"
"1066400915.0,43.717374,-72.272088,132.2"
"1066400916.0,43.717374,-72.272089,132.2"
"1066400917.0,43.717373,-72.272089,132.1"
"1066400918.0,43.717373,-72.27209,132.2"
"1066400919.0,43.717373,-72.272089,132.2"
"1066400920.0,43.717373,-72.272088,132.2"
"1066400921.0,43.717373,-72.27209,132.3"
"1066400922.0,43.717373,-72.272091,132.4"
"1066400923.0,43.717372,-72.272092,132.4"
"1066400924.0,43.717371,-72.272093,132.5"
"1066400925.0,43.71737,-72.272094,132.6"
"1066400926.0,43.71737,-72.272095,132.6"
"1066400927.0,43.71737,-72.272095,132.7"
"1066400928.0,43.71737,-72.272095,132.8"
"1066400929.0,43.71737,-72.272095,132.9"
"1066400931.0,43.71737,-72.272096,132.9"
"1066400932.0,43.717369,-72.272096,133.0"
"1066400933.0,43.717367,-72.272098,132.9"
"1066400934.0,43.717365,-72.2721,132.9"
"1066400935.0,43.717367,-72.272099,132.9"
"1066400936.0,43.717369,-72.2721,133.2"
"1066400937.0,43.717365,-72.272104,133.1"
"1066400938.0,43.717366,-72.272105,133.1"
"1066400939.0,43.717366,-72.272106,133.1"
"1066400940.0,43.717363,-72.272109,133.1"
"1066400941.0,43.717363,-72.272111,133.1"
"1066400942.0,43.717365,-72.27211,133.2"
"1066400943.0,43.717367,-72.272109,133.3"
"1066400944.0,43.71737,-72.272109,133.4"
"1066400945.0,43.71737,-72.272108,133.4"
"1066400946.0,43.717371,-72.272109,133.3"
"1066400947.0,43.717371,-72.272108,133.2"
"1066400948.0,43.71737,-72.272109,133.2"
"1066400949.0,43.71737,-72.27211,133.1"
"1066400950.0,43.71737,-72.272109,133.1"
